rank,image_id,file_name,split,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
566,train_quadrant_enumeration_disease_9,train_509.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 38, 41, 43, 46, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
567,train_quadrant_enumeration_disease_30,train_499.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
568,train_quadrant_enumeration_disease_514,train_472.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 35, 36, 37, 41, 42, 43, 44, 45",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
569,validation_triple_1,val_15.png,validation_triple,7,0,-,25,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
570,train_quadrant_enumeration_disease_311,train_468.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
571,train_quadrant_enumeration_disease_312,train_423.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
572,train_quadrant_enumeration_disease_315,train_234.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 18, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 34, 37, 38, 42, 43, 44, 45, 46, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
573,validation_triple_29,val_1.png,validation_triple,7,0,-,25,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
574,train_quadrant_enumeration_disease_525,train_628.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 45",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
575,train_quadrant_enumeration_disease_322,train_241.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 18, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
576,train_quadrant_enumeration_disease_529,train_494.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 28, 32, 33, 34, 35, 36, 41, 42, 44, 45, 46",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
577,validation_triple_44,val_10.png,validation_triple,7,0,-,25,"11, 12, 13, 14, 15, 17, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 37, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
578,train_quadrant_enumeration_disease_365,train_688.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 26, 27, 28, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 46",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
579,train_quadrant_enumeration_disease_73,train_474.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 18, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
580,train_quadrant_enumeration_disease_241,train_519.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 16, 18, 21, 23, 24, 26, 28, 31, 32, 35, 36, 37, 38, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
581,train_quadrant_enumeration_disease_25,train_176.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 15, 17, 18, 21, 22, 23, 24, 27, 28, 31, 32, 33, 34, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
582,train_quadrant_enumeration_disease_230,train_540.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 38, 41, 42, 43, 44, 45, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
583,train_quadrant_enumeration_disease_234,train_681.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 17, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 45, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
584,train_quadrant_enumeration_disease_561,train_539.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
585,train_quadrant_enumeration_disease_237,train_548.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 16, 17, 18, 21, 22, 23, 26, 27, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
586,train_quadrant_enumeration_disease_697,train_224.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 37, 41, 42, 43, 44, 46, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
587,train_quadrant_enumeration_disease_24,train_251.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 15, 16, 17, 18, 21, 24, 25, 27, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 46, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
588,train_quadrant_enumeration_disease_249,train_365.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 28, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
589,train_quadrant_enumeration_disease_690,train_668.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 27, 28, 31, 32, 34, 35, 37, 38, 41, 42, 43, 44, 47, 48",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
590,train_quadrant_enumeration_disease_252,train_454.png,train_quadrant_enumeration_disease,7,0,-,25,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 36, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,6.25,sparse_annotation,"missing_codes(+1.25), sparse_annotation(+5.0)"
591,train_quadrant_enumeration_disease_23,train_348.png,train_quadrant_enumeration_disease,9,0,-,23,"11, 12, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 37, 38, 41, 42, 43, 44, 45, 47",2,0,False,"26: expected image-upper (y<=0.55), got y=0.552; 16: expected image-upper (y<=0.55), got y=0.557",5.15,single_axis_position,"single_axis_position(+4.0), missing_codes(+1.15)"
592,validation_triple_16,val_31.png,validation_triple,9,0,-,23,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45",2,0,False,"16: expected image-upper (y<=0.55), got y=0.566; 26: expected image-upper (y<=0.55), got y=0.554",5.15,single_axis_position,"single_axis_position(+4.0), missing_codes(+1.15)"
593,train_quadrant_enumeration_530,train_419.png,train_quadrant_enumeration,25,0,-,7,"11, 12, 21, 22, 28, 38, 46",2,0,False,"14: expected image-upper (y<=0.55), got y=0.551; 26: expected image-upper (y<=0.55), got y=0.555",4.35,single_axis_position,"single_axis_position(+4.0), missing_codes(+0.35)"
594,train_quadrant_enumeration_disease_235,train_261.png,train_quadrant_enumeration_disease,8,1,37x2,25,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 46",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
595,train_quadrant_enumeration_disease_528,train_625.png,train_quadrant_enumeration_disease,8,1,36x2,25,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
596,train_quadrant_enumeration_disease_325,train_281.png,train_quadrant_enumeration_disease,8,1,46x2,25,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
597,train_quadrant_enumeration_disease_661,train_82.png,train_quadrant_enumeration_disease,8,1,45x2,25,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 47",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
598,train_quadrant_enumeration_disease_26,train_621.png,train_quadrant_enumeration_disease,8,1,35x2,25,"11, 12, 13, 14, 15, 16, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 41, 43, 44, 45, 46, 47, 48",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
599,train_quadrant_enumeration_disease_97,train_141.png,train_quadrant_enumeration_disease,8,1,14x2,25,"11, 12, 13, 15, 16, 17, 18, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 46, 48",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
600,train_quadrant_enumeration_disease_463,train_691.png,train_quadrant_enumeration_disease,8,1,36x2,25,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
601,train_quadrant_enumeration_disease_182,train_467.png,train_quadrant_enumeration_disease,8,1,44x2,25,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 27, 28, 31, 32, 33, 35, 36, 37, 38, 41, 42, 43, 48",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
602,train_quadrant_enumeration_disease_256,train_583.png,train_quadrant_enumeration_disease,8,1,47x2,25,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 36, 41, 42, 43, 44, 46",0,0,False,-,4.25,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.25)"
603,train_quadrant_enumeration_disease_399,train_605.png,train_quadrant_enumeration_disease,9,1,36x2,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 35, 41, 42, 43, 46, 48",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
604,train_quadrant_enumeration_disease_39,train_41.png,train_quadrant_enumeration_disease,9,1,15x2,24,"11, 12, 14, 18, 21, 22, 23, 24, 26, 28, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
605,train_quadrant_enumeration_disease_288,train_98.png,train_quadrant_enumeration_disease,9,1,47x2,24,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 31, 32, 33, 34, 35, 37, 38, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
606,train_quadrant_enumeration_disease_64,train_541.png,train_quadrant_enumeration_disease,9,1,47x2,24,"11, 12, 13, 14, 15, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
607,train_quadrant_enumeration_disease_531,train_523.png,train_quadrant_enumeration_disease,9,1,38x2,24,"11, 12, 13, 16, 18, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45, 46, 47, 48",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
608,train_quadrant_enumeration_disease_509,train_272.png,train_quadrant_enumeration_disease,9,1,37x2,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 31, 32, 33, 34, 35, 36, 41, 42, 43, 46, 48",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
609,train_quadrant_enumeration_disease_487,train_503.png,train_quadrant_enumeration_disease,9,1,46x2,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 26, 27, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,4.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.20)"
610,train_quadrant_enumeration_disease_239,train_696.png,train_quadrant_enumeration_disease,10,1,36x2,23,"11, 12, 13, 14, 15, 16, 18, 21, 23, 24, 25, 27, 28, 31, 32, 33, 34, 41, 42, 43, 44, 46, 48",0,0,False,-,4.15,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.15)"
611,train_quadrant_enumeration_disease_439,train_387.png,train_quadrant_enumeration_disease,10,1,36x2,23,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 27, 28, 31, 32, 33, 41, 42, 43, 44, 45, 46, 48",0,0,False,-,4.15,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.15)"
612,train_quadrant_enumeration_disease_403,train_639.png,train_quadrant_enumeration_disease,10,1,37x2,23,"11, 12, 13, 18, 21, 22, 23, 25, 26, 27, 28, 31, 32, 33, 34, 35, 36, 38, 41, 42, 43, 44, 46",0,0,False,-,4.15,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.15)"
613,train_quadrant_enumeration_disease_404,train_582.png,train_quadrant_enumeration_disease,11,1,38x2,22,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 41, 42, 43, 44, 45",0,0,False,-,4.1,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.10)"
614,train_quadrant_enumeration_disease_8,train_187.png,train_quadrant_enumeration_disease,11,1,36x2,22,"11, 12, 13, 15, 17, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,4.1,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.10)"
615,validation_triple_31,val_28.png,validation_triple,11,1,36x2,22,"12, 13, 14, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 47",0,0,False,-,4.1,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+1.10)"
616,train_quadrant_enumeration_318,train_571.png,train_quadrant_enumeration,31,0,-,1,46,2,0,False,"11: expected image-upper (y<=0.55), got y=0.557; 21: expected image-upper (y<=0.55), got y=0.557",4.05,single_axis_position,"single_axis_position(+4.0), missing_codes(+0.05)"
617,train_quadrant_enumeration_disease_306,train_280.png,train_quadrant_enumeration_disease,15,1,15x2,18,"11, 12, 13, 14, 21, 26, 27, 28, 31, 32, 33, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,3.9,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.90)"
618,train_quadrant_enumeration_disease_246,train_159.png,train_quadrant_enumeration_disease,15,1,34x2,18,"11, 12, 13, 14, 15, 16, 21, 24, 26, 27, 28, 31, 32, 33, 35, 36, 38, 41",0,0,False,-,3.9,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.90)"
619,train_quadrant_enumeration_disease_58,train_663.png,train_quadrant_enumeration_disease,15,1,46x2,18,"11, 12, 13, 14, 15, 18, 21, 22, 23, 32, 33, 36, 37, 38, 41, 42, 44, 48",0,0,False,-,3.9,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.90)"
620,train_quadrant_enumeration_510,train_70.png,train_quadrant_enumeration,25,1,44x2,8,"13, 14, 15, 16, 18, 34, 38, 48",0,0,False,-,3.4,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.40)"
621,train_quadrant_enumeration_151,train_247.png,train_quadrant_enumeration,25,1,41x2,8,"16, 18, 24, 25, 28, 38, 46, 47",0,0,False,-,3.4,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.40)"
622,train_quadrant_enumeration_420,train_486.png,train_quadrant_enumeration,26,1,36x2,7,"17, 18, 26, 27, 28, 32, 47",0,0,False,-,3.35,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.35)"
623,train_quadrant_enumeration_149,train_415.png,train_quadrant_enumeration,27,1,31x2,6,"18, 26, 28, 36, 45, 48",0,0,False,-,3.3,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.30)"
624,train_quadrant_enumeration_133,train_255.png,train_quadrant_enumeration,29,1,26x2,4,"18, 38, 47, 48",0,0,False,-,3.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.20)"
625,train_quadrant_enumeration_disease_151,train_303.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 27, 28, 31, 32, 33, 35, 37, 38, 42, 43, 45, 46, 47",1,0,False,"48: expected image-left (x<=0.55), got x=0.713",3.2,single_axis_position,"single_axis_position(+2.0), missing_codes(+1.20)"
626,train_quadrant_enumeration_381,train_535.png,train_quadrant_enumeration,29,1,23x2,4,"18, 22, 28, 46",0,0,False,-,3.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.20)"
627,train_quadrant_enumeration_492,train_504.png,train_quadrant_enumeration,29,1,46x2,4,"18, 25, 35, 48",0,0,False,-,3.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.20)"
628,train_quadrant_enumeration_557,train_222.png,train_quadrant_enumeration,29,1,26x2,4,"18, 28, 38, 48",0,0,False,-,3.2,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.20)"
629,train_quadrant_enumeration_270,train_584.png,train_quadrant_enumeration,31,1,43x2,2,"36, 44",0,0,False,-,3.1,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.10)"
630,train_quadrant_enumeration_disease_556,train_192.png,train_quadrant_enumeration_disease,11,0,-,21,"11, 12, 13, 14, 17, 21, 22, 23, 24, 25, 31, 32, 33, 34, 37, 41, 42, 43, 44, 45, 47",1,0,False,"15: expected image-upper (y<=0.55), got y=0.555",3.05,single_axis_position,"single_axis_position(+2.0), missing_codes(+1.05)"
631,train_quadrant_enumeration_390,train_24.png,train_quadrant_enumeration,32,1,36x2,1,38,0,0,False,-,3.05,duplicate_codes,"duplicate_codes(+3.0), missing_codes(+0.05)"
632,train_quadrant_enumeration_261,train_14.png,train_quadrant_enumeration,25,0,-,7,"15, 16, 25, 26, 28, 37, 46",1,0,False,"38: expected image-lower (y>=0.45), got y=0.443",2.35,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.35)"
633,train_quadrant_enumeration_199,train_129.png,train_quadrant_enumeration,26,0,-,6,"18, 24, 26, 36, 45, 48",1,0,False,"28: expected image-upper (y<=0.55), got y=0.565",2.3,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.30)"
634,train_quadrant_enumeration_434,train_96.png,train_quadrant_enumeration,29,0,-,3,"18, 36, 46",1,0,False,"24: expected image-upper (y<=0.55), got y=0.552",2.15,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.15)"
635,train_quadrant_enumeration_226,train_107.png,train_quadrant_enumeration,31,0,-,1,18,1,0,False,"38: expected image-lower (y>=0.45), got y=0.428",2.05,single_axis_position,"single_axis_position(+2.0), missing_codes(+0.05)"
636,train_quadrant_enumeration_457,train_272.png,train_quadrant_enumeration,32,0,-,0,-,1,0,False,"38: expected image-lower (y>=0.45), got y=0.441",2.0,single_axis_position,single_axis_position(+2.0)
637,train_quadrant_enumeration_disease_175,train_332.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
638,train_quadrant_enumeration_disease_16,train_12.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 18, 21, 22, 23, 24, 25, 26, 28, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
639,train_quadrant_enumeration_disease_358,train_105.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 38, 41, 42, 43, 44, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
640,train_quadrant_enumeration_disease_196,train_356.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 34, 35, 36, 41, 42, 43, 44, 45, 46",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
641,validation_triple_19,val_27.png,validation_triple,8,0,-,24,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 41, 42, 43, 45, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
642,validation_triple_12,val_2.png,validation_triple,8,0,-,24,"11, 12, 13, 14, 15, 17, 18, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 38, 41, 42, 43, 44, 45",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
643,train_quadrant_enumeration_disease_192,train_497.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 36, 37, 38, 41, 42, 43, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
644,train_quadrant_enumeration_disease_188,train_79.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 26, 27, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
645,train_quadrant_enumeration_disease_639,train_42.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 18, 22, 23, 24, 26, 27, 28, 31, 32, 34, 35, 37, 38, 41, 42, 43, 44, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
646,train_quadrant_enumeration_disease_163,train_291.png,train_quadrant_enumeration_disease,8,0,-,24,"12, 13, 14, 16, 18, 21, 22, 23, 25, 27, 28, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 46, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
647,train_quadrant_enumeration_disease_265,train_412.png,train_quadrant_enumeration_disease,8,0,-,24,"13, 14, 15, 17, 18, 21, 22, 24, 28, 31, 32, 33, 34, 35, 36, 37, 38, 41, 42, 43, 44, 45, 47, 48",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
648,train_quadrant_enumeration_disease_384,train_632.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 21, 22, 23, 24, 26, 27, 31, 32, 33, 34, 35, 36, 37, 41, 42, 43, 44, 45",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
649,train_quadrant_enumeration_disease_301,train_172.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 27, 28, 31, 32, 33, 34, 36, 41, 42, 43, 44, 45",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
650,train_quadrant_enumeration_disease_669,train_298.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 17, 18, 21, 23, 24, 25, 28, 31, 32, 33, 34, 35, 37, 41, 42, 44, 45, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
651,train_quadrant_enumeration_disease_383,train_530.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 26, 27, 31, 32, 33, 37, 38, 41, 42, 43, 44, 45",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
652,train_quadrant_enumeration_disease_503,train_517.png,train_quadrant_enumeration_disease,8,0,-,24,"12, 13, 14, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 31, 32, 33, 34, 41, 42, 43, 44, 45, 46",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
653,train_quadrant_enumeration_disease_684,train_179.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 21, 22, 23, 24, 25, 31, 32, 33, 34, 35, 37, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
654,train_quadrant_enumeration_disease_380,train_151.png,train_quadrant_enumeration_disease,8,0,-,24,"11, 12, 13, 14, 15, 16, 17, 18, 21, 22, 23, 24, 25, 26, 31, 32, 33, 34, 37, 41, 42, 43, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
655,train_quadrant_enumeration_disease_415,train_566.png,train_quadrant_enumeration_disease,8,0,-,24,"13, 14, 15, 16, 17, 21, 22, 23, 24, 25, 27, 31, 32, 33, 34, 35, 36, 41, 42, 43, 44, 45, 46, 47",0,0,False,-,1.2,missing_codes,missing_codes(+1.20)
