rank,label_file,image_id,total_tooth_count,n_duplicate_codes,duplicate_codes,n_missing_codes,missing_codes,n_position_violations,n_wrong_quadrant_both_axes,likely_global_framing,position_violation_detail,anomaly_score,primary_reason,reason_breakdown
178,cate10-00102_jpg.rf.a98a4905e57ad9fb9c772f66f74e8871.txt,cate10-00102,18,0,-,14,"16, 17, 18, 21, 25, 26, 27, 32, 34, 36, 37, 42, 46, 47",0,0,False,-,0.7,missing_codes,missing_codes(+0.70)
179,cate10-00102_jpg.rf.a13b825b4c6206c659c41586a243895d.txt,cate10-00102,18,0,-,14,"16, 17, 18, 21, 25, 26, 27, 32, 34, 36, 37, 42, 46, 47",0,0,False,-,0.7,missing_codes,missing_codes(+0.70)
180,cate10-00102_jpg.rf.6b830e6892bd86f1df42b2289a80275f.txt,cate10-00102,18,0,-,14,"16, 17, 18, 21, 25, 26, 27, 32, 34, 36, 37, 42, 46, 47",0,0,False,-,0.7,missing_codes,missing_codes(+0.70)
181,cate5-00061_jpg.rf.06b2bd4f9d9083fbab3b38698c67dba4.txt,cate5-00061,18,0,-,14,"11, 12, 13, 14, 16, 18, 25, 28, 35, 36, 37, 38, 46, 48",0,0,False,-,0.7,missing_codes,missing_codes(+0.70)
182,cate5-00073_jpg.rf.90c8da96d866f96751d8c4eeba41072a.txt,cate5-00073,19,0,-,13,"14, 18, 24, 25, 26, 27, 28, 31, 32, 38, 45, 47, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
183,cate8-00188_jpg.rf.3d20e8e90fa37e6d2761841f47fa16b2.txt,cate8-00188,19,0,-,13,"11, 13, 14, 15, 18, 24, 25, 28, 36, 37, 46, 47, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
184,cate5-00073_jpg.rf.35ef24b02f2a62a2073e949f9ddf047f.txt,cate5-00073,19,0,-,13,"14, 18, 24, 25, 26, 27, 28, 31, 32, 38, 45, 47, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
185,cate5-00072_jpg.rf.996c9778b896fca87744c306db590877.txt,cate5-00072,19,0,-,13,"15, 16, 17, 18, 27, 28, 35, 36, 37, 38, 45, 46, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
186,cate5-00073_jpg.rf.9ff9e25a7dab60072f0a5218ea4d3866.txt,cate5-00073,19,0,-,13,"14, 18, 24, 25, 26, 27, 28, 31, 32, 38, 45, 47, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
187,cate5-00072_jpg.rf.c231300ac6c61afdb3b2bbb82736baa3.txt,cate5-00072,19,0,-,13,"15, 16, 17, 18, 27, 28, 35, 36, 37, 38, 45, 46, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
188,cate8-00224_jpg.rf.51c1bcfede524df339233c145001ceb9.txt,cate8-00224,19,0,-,13,"11, 12, 13, 18, 21, 22, 23, 28, 34, 35, 38, 46, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
189,cate8-00224_jpg.rf.c66baa562491788cda355d52fd6058c8.txt,cate8-00224,19,0,-,13,"11, 12, 13, 18, 21, 22, 23, 28, 34, 35, 38, 46, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
190,cate8-00224_jpg.rf.d3cef99c2cb73b3df9847a3ea2363d1f.txt,cate8-00224,19,0,-,13,"11, 12, 13, 18, 21, 22, 23, 28, 34, 35, 38, 46, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
191,cate5-00072_jpg.rf.3e06e359f6ea587c350fe3312cc51102.txt,cate5-00072,19,0,-,13,"15, 16, 17, 18, 27, 28, 35, 36, 37, 38, 45, 46, 48",0,0,False,-,0.65,missing_codes,missing_codes(+0.65)
192,cate8-00299_jpg.rf.2b96936dd7f35244e444d6c857954ca1.txt,cate8-00299,20,0,-,12,"12, 15, 16, 18, 25, 26, 27, 28, 36, 38, 46, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
193,cate8-00287_jpg.rf.270ccd47d3cfdd1666ab2439704f0261.txt,cate8-00287,20,0,-,12,"14, 15, 18, 24, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
194,cate10-00034_jpg.rf.8d39c2630e2949a8c1e1e2d78a8101a7.txt,cate10-00034,20,0,-,12,"11, 14, 15, 16, 25, 27, 28, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
195,cate8-00155_jpg.rf.3955b1b86f8fff729ed679f012c3267a.txt,cate8-00155,20,0,-,12,"14, 15, 16, 24, 26, 27, 28, 36, 37, 38, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
196,cate8-00155_jpg.rf.80704589c482933880d38a7aa054216f.txt,cate8-00155,20,0,-,12,"14, 15, 16, 24, 26, 27, 28, 36, 37, 38, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
197,cate8-00155_jpg.rf.e12bc1f48bd4fcc543b5f9c0124698ab.txt,cate8-00155,20,0,-,12,"14, 15, 16, 24, 26, 27, 28, 36, 37, 38, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
198,cate8-00287_jpg.rf.82bc2f66f2d551ba2be0ffaf1d03a743.txt,cate8-00287,20,0,-,12,"14, 15, 18, 24, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
199,cate8-00287_jpg.rf.d3c67f5ba97dc9f85f69c6f6f9c5a8c7.txt,cate8-00287,20,0,-,12,"14, 15, 18, 24, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
200,cate5-00036_jpg.rf.82e3f8b793db47268e77a979c1252fa6.txt,cate5-00036,20,0,-,12,"17, 18, 27, 28, 31, 32, 38, 41, 42, 43, 44, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
201,cate8-00299_jpg.rf.e73b00f1b1b17fffbe47cfc7181a57c8.txt,cate8-00299,20,0,-,12,"12, 15, 16, 18, 25, 26, 27, 28, 36, 38, 46, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
202,cate8-00299_jpg.rf.039ed8c0fd89fa56ee421de35d30bd14.txt,cate8-00299,20,0,-,12,"12, 15, 16, 18, 25, 26, 27, 28, 36, 38, 46, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
203,cate5-00036_jpg.rf.560839067a44932020f5a0d9134a9091.txt,cate5-00036,20,0,-,12,"17, 18, 27, 28, 31, 32, 38, 41, 42, 43, 44, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
204,cate8-00221_jpg.rf.b9f7d9cec2e1ffa940b7cc5416786f96.txt,cate8-00221,20,0,-,12,"13, 14, 18, 25, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
205,cate8-00221_jpg.rf.9e31964ab6b159357e5e6c047dd4a38d.txt,cate8-00221,20,0,-,12,"13, 14, 18, 25, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
206,cate8-00221_jpg.rf.3fdb9cff3e6302c3e6e747d394c1c2ea.txt,cate8-00221,20,0,-,12,"13, 14, 18, 25, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
207,cate7-00050_jpg.rf.d4270cdb911fe6fa3ede8caef193e6b1.txt,cate7-00050,20,0,-,12,"14, 15, 27, 28, 35, 36, 37, 38, 43, 46, 47, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
208,cate5-00036_jpg.rf.6e549b27b4d51ce064e2228a39e76261.txt,cate5-00036,20,0,-,12,"17, 18, 27, 28, 31, 32, 38, 41, 42, 43, 44, 48",0,0,False,-,0.6,missing_codes,missing_codes(+0.60)
209,cate8-00095_jpg.rf.a2ef696b9a710dfc8e1ddadc6e124347.txt,cate8-00095,21,0,-,11,"14, 15, 16, 18, 24, 25, 26, 27, 28, 36, 46",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
210,cate8-00095_jpg.rf.3477b1fbdf69fa5d07ca7d5f1431679c.txt,cate8-00095,21,0,-,11,"14, 15, 16, 18, 24, 25, 26, 27, 28, 36, 46",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
211,cate8-00389_jpg.rf.fca91494857d0715664a085b74607ad1.txt,cate8-00389,21,0,-,11,"13, 14, 16, 26, 27, 28, 36, 37, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
212,cate8-00130_jpg.rf.7381cc7fd0d091f729461a3e6cdf2997.txt,cate8-00130,21,0,-,11,"11, 12, 14, 16, 21, 22, 28, 35, 38, 44, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
213,cate8-00130_jpg.rf.08de20bd9a3f0b2e84f555f587a21cae.txt,cate8-00130,21,0,-,11,"11, 12, 14, 16, 21, 22, 28, 35, 38, 44, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
214,cate8-00130_jpg.rf.9078c91ea833c034264c01bc600f65c2.txt,cate8-00130,21,0,-,11,"11, 12, 14, 16, 21, 22, 28, 35, 38, 44, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
215,cate5-00049_jpg.rf.3232e4d77617f18087674db664c86245.txt,cate5-00049,21,0,-,11,"14, 15, 16, 17, 24, 25, 26, 36, 45, 46, 47",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
216,cate8-00095_jpg.rf.71e5ed8116a8a6d31accea6d596a1d8a.txt,cate8-00095,21,0,-,11,"14, 15, 16, 18, 24, 25, 26, 27, 28, 36, 46",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
217,cate8-00426_jpg.rf.6a38a6a58c72d304c3c3954fb6caa9f3.txt,cate8-00426,21,0,-,11,"13, 18, 24, 28, 31, 35, 38, 41, 45, 46, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
218,cate5-00049_jpg.rf.423e42bec9a39f5ce2ab5a3da4cbf2fb.txt,cate5-00049,21,0,-,11,"14, 15, 16, 17, 24, 25, 26, 36, 45, 46, 47",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
219,cate8-00426_jpg.rf.2e1c303bd8ce9272d8d0493ec35033c3.txt,cate8-00426,21,0,-,11,"13, 18, 24, 28, 31, 35, 38, 41, 45, 46, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
220,cate5-00049_jpg.rf.f7127b9dd1ceafba3de09469220011f9.txt,cate5-00049,21,0,-,11,"14, 15, 16, 17, 24, 25, 26, 36, 45, 46, 47",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
221,cate8-00418_jpg.rf.31b465b7d5faf7a06da5b2e1e54293d6.txt,cate8-00418,21,0,-,11,"11, 18, 26, 27, 28, 36, 37, 38, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
222,cate8-00418_jpg.rf.3c8ae33b104c9cf3a98c0340629b248d.txt,cate8-00418,21,0,-,11,"11, 18, 26, 27, 28, 36, 37, 38, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
223,cate5-00079_jpg.rf.3c96c78f5e64bf2c3a6b10559ad6dd21.txt,cate5-00079,21,0,-,11,"18, 24, 25, 27, 28, 36, 37, 38, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
224,cate5-00079_jpg.rf.eeb07010eb5e2c5dd34fb10df79959b6.txt,cate5-00079,21,0,-,11,"18, 24, 25, 27, 28, 36, 37, 38, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
225,cate5-00079_jpg.rf.fd794c1ff311638c1bf9d35661acd1d2.txt,cate5-00079,21,0,-,11,"18, 24, 25, 27, 28, 36, 37, 38, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
226,cate8-00418_jpg.rf.c31fe6a7791e81128958ffbbc5b0f9cd.txt,cate8-00418,21,0,-,11,"11, 18, 26, 27, 28, 36, 37, 38, 46, 47, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
227,cate5-00012_jpg.rf.fdbde98053c3d34af3ef17790786ff3b.txt,cate5-00012,21,0,-,11,"14, 16, 22, 23, 24, 26, 36, 37, 38, 46, 47",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
228,cate8-00359_jpg.rf.9dbe2c04d7e56a9ead4e28c58268c748.txt,cate8-00359,21,0,-,11,"14, 15, 17, 18, 24, 25, 28, 36, 37, 38, 47",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
229,cate8-00275_jpg.rf.460ddccaddfb64b4b229e2cbc45b8d92.txt,cate8-00275,21,0,-,11,"11, 12, 18, 21, 22, 27, 28, 36, 38, 46, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
230,cate8-00426_jpg.rf.b13363f143ff6c95d347e0e214a04c53.txt,cate8-00426,21,0,-,11,"13, 18, 24, 28, 31, 35, 38, 41, 45, 46, 48",0,0,False,-,0.55,missing_codes,missing_codes(+0.55)
231,cate5-00067_jpg.rf.9ec0145fac8afdffd2e7ac2a93ce27e8.txt,cate5-00067,22,0,-,10,"14, 16, 17, 25, 26, 27, 36, 38, 46, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
232,cate8-00282_jpg.rf.ee58d1f49ccef2feb9000b30eff7ed75.txt,cate8-00282,22,0,-,10,"17, 18, 27, 28, 35, 36, 38, 44, 45, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
233,cate8-00257_jpg.rf.a338f126164098cc47f0480280f95dd2.txt,cate8-00257,22,0,-,10,"11, 12, 16, 21, 22, 26, 31, 36, 41, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
234,cate8-00282_jpg.rf.7801c18bbf941e432fcfd425f9006928.txt,cate8-00282,22,0,-,10,"17, 18, 27, 28, 35, 36, 38, 44, 45, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
235,cate8-00282_jpg.rf.696adf682e8a0e1dc89fdc079608b782.txt,cate8-00282,22,0,-,10,"17, 18, 27, 28, 35, 36, 38, 44, 45, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
236,cate5-00067_jpg.rf.eb8ae2c0628eb1a3e6592c2b9b034fd8.txt,cate5-00067,22,0,-,10,"14, 16, 17, 25, 26, 27, 36, 38, 46, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
237,cate10-00049_jpg.rf.02a4a9b40991e03eabf75f332790cf6e.txt,cate10-00049,22,0,-,10,"14, 16, 17, 24, 26, 36, 37, 38, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
238,cate10-00049_jpg.rf.19ce72ce93d19194b5979f4f55d9a916.txt,cate10-00049,22,0,-,10,"14, 16, 17, 24, 26, 36, 37, 38, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
239,cate10-00049_jpg.rf.96f884881387c4fd44169ee6e7aea4a0.txt,cate10-00049,22,0,-,10,"14, 16, 17, 24, 26, 36, 37, 38, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
240,cate5-00067_jpg.rf.79e3df1781de91f84157d5aa664c0431.txt,cate5-00067,22,0,-,10,"14, 16, 17, 25, 26, 27, 36, 38, 46, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
241,cate8-00257_jpg.rf.44d847e1328016c004f71f3bed48e1f3.txt,cate8-00257,22,0,-,10,"11, 12, 16, 21, 22, 26, 31, 36, 41, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
242,cate8-00257_jpg.rf.2f8f9d5cbd873f542d90bcc57bceae33.txt,cate8-00257,22,0,-,10,"11, 12, 16, 21, 22, 26, 31, 36, 41, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
243,cate8-00245_jpg.rf.e2d65ea1d120b707045af0c309ecf021.txt,cate8-00245,22,0,-,10,"15, 17, 18, 25, 26, 28, 38, 46, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
244,cate8-00245_jpg.rf.9ac244e171656fdc1ce9ed529eff3e62.txt,cate8-00245,22,0,-,10,"15, 17, 18, 25, 26, 28, 38, 46, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
245,cate8-00245_jpg.rf.76f421a63f6460f1bb871ac82843e64a.txt,cate8-00245,22,0,-,10,"15, 17, 18, 25, 26, 28, 38, 46, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
246,cate7-00047_jpg.rf.5dcdd3a5b534dcd46e9b82dbc98c1d47.txt,cate7-00047,22,0,-,10,"17, 18, 28, 35, 36, 37, 38, 46, 47, 48",0,0,False,-,0.5,missing_codes,missing_codes(+0.50)
247,cate5-00103_jpg.rf.bd1da1ffacb4fb36a3f4e644ab117b11.txt,cate5-00103,23,0,-,9,"14, 15, 16, 34, 36, 37, 46, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
248,cate5-00103_jpg.rf.57ca8936ccdd6e4489e1c9eaf8abe53a.txt,cate5-00103,23,0,-,9,"14, 15, 16, 34, 36, 37, 46, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
249,cate7-00011_jpg.rf.df4d17c3288b1b2a3df02edb4289470f.txt,cate7-00011,23,0,-,9,"14, 18, 24, 27, 36, 37, 46, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
250,cate7-00011_jpg.rf.c69e41a99068ff6c739d526685d3c151.txt,cate7-00011,23,0,-,9,"14, 18, 24, 27, 36, 37, 46, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
251,cate5-00018_jpg.rf.1c3763cff82bfae8969deec93de329d8.txt,cate5-00018,23,0,-,9,"15, 16, 18, 27, 34, 35, 36, 37, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
252,cate7-00011_jpg.rf.b27feda0559fc29259f89580405c90ee.txt,cate7-00011,23,0,-,9,"14, 18, 24, 27, 36, 37, 46, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
253,cate8-00454_jpg.rf.43cddf927a1bcfba9d8e7d9bde5e409a.txt,cate8-00454,23,0,-,9,"15, 16, 18, 24, 26, 28, 38, 46, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
254,cate8-00303_jpg.rf.6a5a5a39322d3e9386c745b1ba9bc540.txt,cate8-00303,23,0,-,9,"16, 18, 25, 28, 36, 37, 38, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
255,cate8-00454_jpg.rf.3ed845321a10b4ad6cb99de50057db72.txt,cate8-00454,23,0,-,9,"15, 16, 18, 24, 26, 28, 38, 46, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
256,cate8-00454_jpg.rf.12dc67e8e745ef1184b3738d438a3c8a.txt,cate8-00454,23,0,-,9,"15, 16, 18, 24, 26, 28, 38, 46, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
257,cate5-00018_jpg.rf.c1be210fbd78cfab825faf0c792ce7ac.txt,cate5-00018,23,0,-,9,"15, 16, 18, 27, 34, 35, 36, 37, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
258,cate8-00083_jpg.rf.0ca9557ef935b20d9cb8d817ee00a6fb.txt,cate8-00083,23,0,-,9,"14, 18, 24, 25, 28, 37, 38, 46, 47",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
259,cate8-00083_jpg.rf.442b5fcf594d078a0ce73490bc224798.txt,cate8-00083,23,0,-,9,"14, 18, 24, 25, 28, 37, 38, 46, 47",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
260,cate8-00083_jpg.rf.6642af4703b90edb3a7fdc4428fdfa85.txt,cate8-00083,23,0,-,9,"14, 18, 24, 25, 28, 37, 38, 46, 47",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
261,cate8-00159_jpg.rf.3d075740d264d12a6f4d0e3f8cf29445.txt,cate8-00159,23,0,-,9,"11, 12, 17, 21, 22, 28, 36, 46, 47",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
262,cate8-00303_jpg.rf.a3e701bff3c669333acfc92852546815.txt,cate8-00303,23,0,-,9,"16, 18, 25, 28, 36, 37, 38, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
263,cate8-00303_jpg.rf.66d0e6b424e432f3845f85d7981d51af.txt,cate8-00303,23,0,-,9,"16, 18, 25, 28, 36, 37, 38, 47, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
264,cate5-00018_jpg.rf.2df8e1e8e2d18d481102fe3db411dcaa.txt,cate5-00018,23,0,-,9,"15, 16, 18, 27, 34, 35, 36, 37, 48",0,0,False,-,0.45,missing_codes,missing_codes(+0.45)
265,cate8-00053_jpg.rf.b93f4ba3883212a3705056005f6b2005.txt,cate8-00053,24,0,-,8,"15, 18, 23, 26, 28, 37, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
266,cate7-00026_jpg.rf.6bb14c357a56aae1898617ff4d88e00e.txt,cate7-00026,24,0,-,8,"16, 25, 26, 28, 36, 37, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
267,cate7-00054_jpg.rf.bac31e472d7ed20b569607f8e06ca7c8.txt,cate7-00054,24,0,-,8,"15, 18, 25, 26, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
268,cate8-00197_jpg.rf.5479aff11eb3affe94ad581b3b9a6515.txt,cate8-00197,24,0,-,8,"15, 18, 25, 28, 35, 38, 45, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
269,cate8-00197_jpg.rf.b820783e83dfa08becb08cd77bbc1724.txt,cate8-00197,24,0,-,8,"15, 18, 25, 28, 35, 38, 45, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
270,cate8-00425_jpg.rf.beb6741e067335f6fe75bdacb0d6ef8a.txt,cate8-00425,24,0,-,8,"15, 18, 21, 22, 36, 38, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
271,cate8-00425_jpg.rf.3695198beb84cc8e0ce775c37eebf625.txt,cate8-00425,24,0,-,8,"15, 18, 21, 22, 36, 38, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
272,cate7-00026_jpg.rf.1ffefde9afffad4adfac1a46c1f23874.txt,cate7-00026,24,0,-,8,"16, 25, 26, 28, 36, 37, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
273,cate7-00026_jpg.rf.5a8fa30d66095452b5807d78d59e9a0d.txt,cate7-00026,24,0,-,8,"16, 25, 26, 28, 36, 37, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
274,cate8-00053_jpg.rf.c59157b3aad8afbcb5b589f7094cabdc.txt,cate8-00053,24,0,-,8,"15, 18, 23, 26, 28, 37, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
275,cate8-00425_jpg.rf.23bcf560118705861b96153f6be57f6d.txt,cate8-00425,24,0,-,8,"15, 18, 21, 22, 36, 38, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
276,cate8-00239_jpg.rf.3640ab2eb42bcf1f2960990159b79eaf.txt,cate8-00239,24,0,-,8,"17, 24, 25, 27, 36, 37, 46, 47",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
277,cate7-00004_jpg.rf.32a235431c2e4f60db7fd50c8809e23d.txt,cate7-00004,24,0,-,8,"16, 23, 28, 34, 36, 37, 46, 47",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
278,cate7-00004_jpg.rf.777959ae5f8a40fd8515f7754f975f4e.txt,cate7-00004,24,0,-,8,"16, 23, 28, 34, 36, 37, 46, 47",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
279,cate7-00004_jpg.rf.ca37998477725a8349b56db33dffa06e.txt,cate7-00004,24,0,-,8,"16, 23, 28, 34, 36, 37, 46, 47",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
280,cate8-00353_jpg.rf.f960c7b3547e41bef3a2b908eadeb95a.txt,cate8-00353,24,0,-,8,"14, 17, 24, 28, 35, 36, 45, 46",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
281,cate8-00353_jpg.rf.97c9376cc036a3b7a291028278e4d9ea.txt,cate8-00353,24,0,-,8,"14, 17, 24, 28, 35, 36, 45, 46",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
282,cate8-00353_jpg.rf.5ddc91c4b0ba05042c4a423556c633a4.txt,cate8-00353,24,0,-,8,"14, 17, 24, 28, 35, 36, 45, 46",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
283,cate8-00197_jpg.rf.0b162fc7cdfe542463d39d52b7c82202.txt,cate8-00197,24,0,-,8,"15, 18, 25, 28, 35, 38, 45, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
284,cate5-00048_jpg.rf.713045de3a42978a2ba4ece39654917e.txt,cate5-00048,24,0,-,8,"15, 24, 25, 36, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
285,cate5-00048_jpg.rf.063436ca4e2f205b33073ab65125556b.txt,cate5-00048,24,0,-,8,"15, 24, 25, 36, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
286,cate5-00042_jpg.rf.186d28f60fa957912fab787b0974cf5b.txt,cate5-00042,24,0,-,8,"11, 15, 18, 21, 24, 25, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
287,cate8-00053_jpg.rf.e3f5dcbd97cdc584dc8cb7fa89e54f24.txt,cate8-00053,24,0,-,8,"15, 18, 23, 26, 28, 37, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
288,cate8-00094_jpg.rf.00c05b98f2f4e72f1279f6f5fa4ce661.txt,cate8-00094,24,0,-,8,"18, 28, 35, 36, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
289,cate8-00094_jpg.rf.c7c830a886d59fb196ffed83200754d7.txt,cate8-00094,24,0,-,8,"18, 28, 35, 36, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
290,cate7-00090_jpg.rf.1e48f03d7c464420be5c7af5e78381da.txt,cate7-00090,24,0,-,8,"13, 14, 16, 26, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
291,cate8-00094_jpg.rf.d31695c582319ad9e21be26d1ddc17b4.txt,cate8-00094,24,0,-,8,"18, 28, 35, 36, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
292,cate5-00042_jpg.rf.69bf9f1103d0275875ac74d175e996a1.txt,cate5-00042,24,0,-,8,"11, 15, 18, 21, 24, 25, 38, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
293,cate5-00048_jpg.rf.88695a50494c1c1ade17c270fa988532.txt,cate5-00048,24,0,-,8,"15, 24, 25, 36, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
294,cate7-00090_jpg.rf.4a5fbd54ee7ac07b6e065a9789c20223.txt,cate7-00090,24,0,-,8,"13, 14, 16, 26, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
295,cate7-00090_jpg.rf.98f32b3bd40828c489ef1d0a4feba900.txt,cate7-00090,24,0,-,8,"13, 14, 16, 26, 38, 46, 47, 48",0,0,False,-,0.4,missing_codes,missing_codes(+0.40)
